,senior_citizen,tenure,internet_service_type_id,contract_type_id,payment_type_id,monthly_charges,total_charges,male,partner_Yes,dependents_Yes,phone_service_Yes,multiple_lines_Yes,online_security_Yes,online_backup_Yes,device_protection_Yes,tech_support_Yes,streaming_tv_Yes,streaming_movies_Yes,paperless_billing_Yes,churn
5259,0,53,2,2,3,111.8,5809.75,0,1,0,1,1,0,1,1,1,1,1,1,0
5260,1,1,2,1,1,71.0,71.0,0,0,1,1,0,0,0,0,0,0,0,1,1
5261,0,18,1,1,2,49.55,878.35,1,1,0,1,0,0,0,1,0,0,0,1,1
5262,0,10,2,1,2,79.85,887.35,1,0,0,1,0,1,0,1,0,0,0,1,0
5263,0,7,2,1,2,75.45,480.75,0,0,0,1,1,0,0,0,0,0,0,0,1
5264,0,57,3,3,3,19.6,1134.25,0,1,0,1,0,0,0,0,0,0,0,1,0
5265,0,8,1,1,2,29.25,226.95,0,0,0,0,0,0,1,0,0,0,0,1,0
5266,0,33,2,1,1,93.35,3092.0,1,1,0,1,1,0,1,1,0,0,1,1,0
5267,1,64,2,1,3,103.5,6548.65,1,0,0,1,1,1,1,0,0,1,1,1,0
5268,0,9,2,1,3,95.9,827.45,1,0,0,1,0,0,0,0,1,1,1,1,0
5269,1,60,2,1,1,80.95,4859.1,1,1,1,1,1,1,0,0,0,0,0,1,0
5270,0,54,3,3,4,19.65,1008.7,1,0,0,1,0,0,0,0,0,0,0,0,0
5271,0,46,2,2,3,90.95,4236.6,0,1,1,1,0,0,0,1,1,0,1,0,0
5272,0,1,3,1,2,20.9,20.9,0,0,0,1,0,0,0,0,0,0,0,0,1
5273,0,6,3,2,2,20.6,116.6,1,0,0,1,0,0,0,0,0,0,0,0,0
5274,0,1,2,1,1,80.55,80.55,1,0,0,1,0,0,0,0,0,1,0,1,0
5275,0,1,1,1,4,49.8,49.8,1,0,0,1,1,0,0,0,0,0,0,1,0
5276,0,48,1,2,3,73.85,3581.4,0,0,0,1,1,0,1,1,1,1,0,1,0
5277,0,45,2,3,3,109.75,4900.65,1,1,1,1,1,0,1,1,1,1,1,1,0
5278,0,37,3,2,3,19.85,717.5,0,1,0,1,0,0,0,0,0,0,0,1,0
5279,1,11,1,1,3,60.25,662.95,1,0,0,1,1,1,1,0,0,0,0,0,0
5280,0,55,2,1,4,90.4,5099.15,1,1,1,1,1,0,0,1,0,1,0,1,0
5281,1,12,2,1,1,99.45,1200.15,1,0,0,1,1,0,0,1,0,1,1,1,1
5282,0,39,3,2,3,25.45,958.45,1,0,1,1,1,0,0,0,0,0,0,0,0
5283,0,38,1,1,1,69.95,2657.55,1,0,0,1,1,1,1,1,1,0,0,0,0
5284,0,15,1,1,3,64.65,994.55,0,0,0,1,1,1,0,0,0,0,1,1,1
5285,1,45,2,1,1,86.1,3861.45,0,1,0,1,0,0,0,1,0,0,1,1,0
5286,0,72,3,3,3,20.05,1423.65,0,1,0,1,0,0,0,0,0,0,0,0,0
5287,0,1,2,1,1,70.35,70.35,1,0,0,1,0,0,0,0,0,0,0,1,0
5288,0,16,3,3,4,18.95,326.8,1,0,0,1,0,0,0,0,0,0,0,0,0
5289,0,53,1,2,1,61.1,3357.9,1,0,0,1,0,0,0,1,0,0,1,1,0
5290,0,13,1,1,3,48.75,633.4,0,1,0,0,0,0,0,1,0,1,1,1,1
5291,1,71,1,2,3,72.9,5139.65,1,1,1,1,1,0,1,1,1,0,1,1,0
5292,0,60,3,2,3,24.15,1505.9,1,1,0,1,1,0,0,0,0,0,0,0,0
5293,1,71,2,2,3,86.7,6179.35,1,1,1,1,0,1,1,1,0,0,0,1,0
5294,0,14,3,3,2,18.8,255.55,0,1,1,1,0,0,0,0,0,0,0,0,0
5295,0,7,2,1,4,89.35,631.85,1,0,0,1,1,0,0,1,0,1,0,1,1
5296,1,50,2,1,1,95.7,4816.7,1,0,0,1,1,0,0,0,0,1,1,1,1
5297,0,69,3,3,3,26.0,1796.55,1,1,1,1,1,0,0,0,0,0,0,1,0
5298,1,49,2,1,4,90.85,4515.85,0,0,0,1,1,0,0,1,0,0,1,1,1
5299,0,37,2,1,1,92.95,3415.25,1,1,1,1,1,0,1,1,0,1,0,1,0
5300,0,43,2,2,1,100.0,4211.55,1,0,0,1,1,0,0,0,1,1,1,1,1
5301,0,4,2,1,1,85.65,321.65,0,0,0,1,1,0,0,0,0,1,0,1,1
5302,0,7,1,3,2,38.55,280.0,1,1,1,0,0,1,1,1,0,0,0,0,0
5303,0,57,3,3,4,20.55,1252.85,1,0,0,1,0,0,0,0,0,0,0,0,0
5304,0,1,2,1,1,79.15,79.15,1,0,0,1,1,0,1,0,0,0,0,1,1
5305,1,8,2,1,4,80.65,633.3,0,1,0,1,1,0,1,0,0,0,0,1,1
5306,0,61,1,3,3,73.8,4616.05,0,1,1,1,0,0,0,1,1,1,1,1,0
5307,0,2,1,1,2,51.55,106.2,0,0,1,1,0,0,1,0,0,0,0,0,0
5308,0,46,1,1,4,69.1,3168.0,0,1,0,1,0,0,1,0,0,1,1,1,0
5309,0,64,3,3,2,24.05,1559.15,0,1,1,1,1,0,0,0,0,0,0,1,0
5310,1,72,1,3,3,89.85,6697.35,0,1,0,1,1,1,1,1,1,1,1,1,0
5311,1,16,2,1,4,74.3,1178.25,1,1,0,1,0,0,1,0,0,0,0,1,1
5312,0,1,2,1,2,84.65,84.65,1,0,0,1,1,0,0,0,0,1,0,1,1
5313,0,25,2,1,1,69.75,1729.35,1,0,0,1,0,0,0,0,0,0,0,0,0
5314,0,64,1,3,4,86.4,5442.05,0,0,0,1,1,1,1,1,1,1,1,1,0
5315,0,24,1,2,4,56.25,1454.25,1,1,1,1,0,1,0,1,0,0,0,1,0
5316,0,14,2,1,1,86.1,1235.55,1,1,0,1,1,0,0,0,0,1,0,1,1
5317,1,15,2,1,4,89.0,1288.3,0,0,0,1,1,0,1,0,0,1,0,0,0
5318,0,9,1,1,1,45.4,418.8,1,0,0,0,0,0,0,0,0,1,1,1,1
5319,1,69,3,3,4,20.3,1356.3,1,0,0,1,0,0,0,0,0,0,0,0,0
5320,1,50,2,3,4,105.05,5163.3,1,1,0,1,1,1,0,1,0,1,1,1,0
5321,0,12,2,1,1,84.6,1017.35,0,0,0,1,0,0,1,0,0,0,1,1,0
5322,0,19,2,1,1,73.2,1441.1,0,1,0,1,0,1,0,0,0,0,0,1,1
5323,0,69,2,3,3,110.5,7455.45,0,0,0,1,1,0,1,1,1,1,1,1,0
5324,0,66,1,1,3,67.45,4508.65,0,1,1,1,1,1,1,1,0,0,0,1,0
5325,0,5,1,1,2,44.8,220.45,0,1,1,1,0,0,0,0,0,0,0,0,0
5326,0,3,3,1,2,19.95,58.3,1,0,1,1,0,0,0,0,0,0,0,0,0
5327,1,69,1,3,4,74.1,5031.0,1,0,0,1,1,1,0,1,1,0,1,0,0
5328,0,12,2,1,1,96.05,1148.1,1,0,0,1,1,0,0,0,0,1,1,1,1
5329,0,3,3,1,2,19.65,68.35,1,0,0,1,0,0,0,0,0,0,0,1,0
5330,0,17,3,3,2,25.15,412.6,1,1,1,1,1,0,0,0,0,0,0,1,0
5331,1,57,2,1,1,89.85,4925.35,1,1,0,1,1,0,1,0,0,0,1,1,0
5332,0,38,2,1,4,84.25,3264.5,0,0,0,1,0,0,1,1,1,0,0,1,1
5333,0,12,3,1,4,20.05,265.45,1,0,0,1,0,0,0,0,0,0,0,0,0
5334,1,24,2,1,1,76.1,1712.7,1,0,0,1,1,0,0,0,0,0,0,1,1
5335,1,63,2,1,3,109.4,7031.45,1,0,0,1,1,1,1,1,0,1,1,1,0
5336,0,1,1,1,2,25.15,25.15,0,0,0,0,0,0,0,0,0,0,0,1,0
5337,0,2,2,1,1,69.65,145.15,0,0,0,1,0,0,0,0,0,0,0,0,1
5338,0,36,1,2,2,65.4,2498.4,1,0,0,1,0,0,1,0,1,0,1,1,1
5339,0,18,3,1,2,20.05,358.5,1,0,0,1,0,0,0,0,0,0,0,0,0
5340,0,58,2,2,3,105.05,6004.85,1,1,1,1,1,0,0,1,1,1,1,1,0
5341,0,42,2,1,3,95.25,3959.35,1,1,0,1,1,0,1,1,0,1,0,1,1
5342,0,5,2,1,1,96.25,512.45,0,0,0,1,0,0,1,0,0,1,1,1,1
5343,0,63,2,1,1,100.55,6215.35,0,1,1,1,1,1,1,1,0,1,0,1,1
5344,0,50,2,2,1,108.25,5431.4,1,1,1,1,1,1,1,1,0,1,1,1,0
5345,0,6,1,1,2,55.3,324.25,1,1,1,1,0,0,1,1,0,0,0,1,1
5346,0,1,3,1,2,19.5,19.5,0,0,0,1,0,0,0,0,0,0,0,0,1
5347,0,27,3,3,3,19.55,520.55,1,1,0,1,0,0,0,0,0,0,0,0,0
5348,0,6,1,1,2,45.65,323.45,0,1,0,1,0,0,0,0,0,0,0,0,0
5349,0,10,3,3,3,25.7,251.6,1,0,0,1,1,0,0,0,0,0,0,0,0
5350,0,67,3,3,2,20.8,1411.9,1,1,1,1,0,0,0,0,0,0,0,1,0
5351,0,70,1,3,3,79.6,5589.45,0,0,0,1,0,1,0,1,1,1,1,0,0
5352,0,48,3,2,2,19.95,936.7,0,0,1,1,0,0,0,0,0,0,0,0,0
5353,0,16,2,1,4,93.2,1573.7,0,0,0,1,0,0,1,1,0,0,1,1,1
5354,0,13,2,1,2,70.15,886.7,0,0,0,1,0,0,0,0,0,0,0,1,0
5355,0,5,2,1,1,80.6,415.55,1,0,0,1,0,0,0,0,0,1,0,1,1
5356,0,72,2,3,3,79.05,5730.7,0,1,1,1,1,1,0,0,0,0,0,0,0
5357,0,72,2,3,1,110.15,7998.8,0,1,0,1,1,0,1,1,1,1,1,1,0
5358,0,24,2,1,4,79.85,2001.0,1,0,0,1,0,0,0,0,0,0,1,1,0
5359,0,1,1,1,2,45.3,45.3,1,0,0,0,0,0,0,0,0,1,1,1,1
5360,0,72,2,3,3,118.75,8672.45,0,1,1,1,1,1,1,1,1,1,1,1,0
5361,0,68,2,3,3,84.7,5711.05,0,1,0,1,1,1,1,0,0,0,0,1,0
5362,0,2,2,1,4,74.9,147.15,0,0,0,1,1,0,0,0,0,0,0,0,1
5363,0,62,2,3,1,104.05,6590.5,1,0,1,1,1,0,0,1,1,1,1,1,0
5364,0,41,1,2,4,74.7,3187.65,0,1,1,1,0,1,0,0,1,1,1,1,0
5365,1,46,2,1,1,110.2,4972.1,0,1,1,1,1,1,1,0,1,1,1,1,0
5366,1,3,2,1,1,76.05,231.8,1,0,0,1,1,0,0,0,0,0,0,1,1
5367,0,1,2,1,1,89.25,89.25,1,0,0,1,0,0,0,0,0,1,1,1,0
5368,0,71,1,3,2,91.25,6589.6,1,1,1,1,1,1,1,1,1,1,1,1,0
5369,1,2,1,1,4,50.15,115.1,0,1,0,1,0,0,1,0,0,0,0,0,1
5370,1,2,1,1,2,54.85,104.2,0,0,0,1,0,1,1,0,0,0,0,0,1
5371,0,60,1,2,4,70.15,4224.7,0,0,0,1,0,0,1,1,1,1,0,1,0
5372,0,40,2,1,1,84.9,3369.05,1,0,0,1,1,0,0,0,0,1,0,1,0
5373,0,27,2,1,1,100.75,2793.55,1,1,1,1,1,1,1,0,1,1,0,0,0
5374,0,3,1,1,1,43.3,123.65,1,0,0,1,0,0,0,0,0,0,0,1,1
5375,0,1,1,1,1,29.85,29.85,0,1,0,0,0,0,1,0,0,0,0,1,0
5376,0,6,1,1,3,44.6,260.8,1,1,1,1,0,0,0,0,0,0,0,1,1
5377,0,1,1,1,2,46.3,46.3,1,0,0,1,0,0,0,0,0,0,0,0,1
5378,1,34,2,1,4,69.15,2275.1,1,0,0,1,0,0,0,0,0,0,0,0,0
5379,0,1,2,1,1,79.6,79.6,0,0,1,1,0,0,0,0,0,0,1,1,1
5380,0,32,1,1,4,50.6,1653.45,1,1,1,0,0,0,0,1,0,1,1,0,0
5381,0,1,2,1,1,75.8,75.8,0,0,0,1,0,0,1,0,0,0,0,0,1
5382,0,27,3,3,3,20.25,538.2,0,0,0,1,0,0,0,0,0,0,0,1,0
5383,0,12,2,2,4,85.15,979.05,0,0,0,1,0,1,0,0,0,1,0,1,0
5384,0,65,1,3,2,59.6,3739.8,0,0,0,1,0,1,1,0,1,0,0,1,0
5385,0,2,2,1,1,76.4,151.8,1,1,0,1,0,0,0,1,0,0,0,0,1
5386,0,42,2,1,3,106.15,4512.7,1,1,0,1,1,0,0,1,1,1,1,1,1
5387,0,62,1,3,3,48.7,3008.55,0,1,1,0,0,1,1,0,1,1,0,0,0
5388,0,48,3,3,4,24.0,1183.05,0,0,0,1,1,0,0,0,0,0,0,0,0
5389,0,35,3,3,2,19.6,686.95,1,1,1,1,0,0,0,0,0,0,0,0,0
5390,0,1,3,1,2,19.55,19.55,1,0,0,1,0,0,0,0,0,0,0,0,0
5391,0,71,3,3,2,19.6,1416.5,0,1,0,1,0,0,0,0,0,0,0,0,0
5392,0,72,2,3,3,110.45,8058.85,0,1,1,1,1,1,0,1,1,1,1,1,0
5393,0,12,2,1,4,73.75,871.4,1,0,1,1,1,0,0,0,0,0,0,1,1
5394,0,31,1,3,3,49.85,1520.1,0,0,0,0,0,1,1,0,1,0,1,1,0
5395,0,45,1,1,4,50.25,2221.55,0,1,0,1,0,0,0,1,0,0,0,1,0
5396,0,72,3,3,4,19.8,1468.75,1,0,0,1,0,0,0,0,0,0,0,1,0
5397,0,45,2,2,4,95.0,4368.85,1,1,1,1,1,0,1,1,0,0,1,1,0
5398,0,62,3,3,2,24.4,1413.0,1,0,1,1,1,0,0,0,0,0,0,1,0
5399,0,17,3,2,2,19.55,280.85,0,0,0,1,0,0,0,0,0,0,0,0,0
5400,0,54,1,3,3,87.1,4735.2,1,0,0,1,1,1,0,1,1,1,1,0,0
5401,0,15,3,1,1,26.35,378.6,1,0,0,1,1,0,0,0,0,0,0,1,0
5402,0,22,2,1,3,75.0,1573.95,1,1,1,1,0,1,0,0,0,0,0,0,0
5403,0,12,2,1,1,84.45,1059.55,1,0,0,1,1,0,0,0,0,1,0,1,1
5404,0,49,1,2,3,51.8,2541.25,1,1,1,0,0,0,1,0,0,1,1,1,1
5405,0,2,1,1,1,44.6,97.1,0,1,0,0,0,0,0,0,0,1,1,0,1
5406,0,1,3,1,1,19.45,19.45,1,0,0,1,0,0,0,0,0,0,0,0,0
5407,0,24,1,1,1,54.75,1338.15,1,1,1,1,1,1,0,0,0,0,0,0,1
5408,0,53,1,2,3,74.1,3833.95,0,1,0,1,1,1,1,1,0,0,1,0,0
5409,0,42,2,1,4,85.9,3729.75,0,1,0,1,1,0,0,1,1,0,0,1,0
5410,1,56,1,3,3,85.65,4824.45,1,1,0,1,0,1,1,1,1,1,1,1,0
5411,0,28,1,1,4,30.1,810.85,1,0,0,0,0,0,0,0,1,0,0,1,0
5412,0,6,3,1,2,19.7,111.65,1,0,1,1,0,0,0,0,0,0,0,0,0
5413,0,1,1,1,2,49.9,49.9,1,0,1,1,0,0,0,0,1,0,0,1,1
5414,0,11,2,1,1,76.5,837.95,0,0,0,1,1,0,0,0,0,0,0,1,1
5415,0,37,2,1,4,78.95,2839.65,0,1,0,1,1,0,0,1,0,0,0,1,1
5416,1,56,2,2,1,95.65,5471.75,0,1,0,1,1,1,1,1,1,0,0,0,0
5417,0,7,1,2,1,59.1,369.25,0,0,0,1,0,1,0,0,0,0,1,1,0
5418,1,66,2,2,4,110.9,7432.05,1,0,0,1,1,0,1,1,1,1,1,0,1
5419,0,25,3,2,2,20.05,520.1,0,1,1,1,0,0,0,0,0,0,0,0,0
5420,0,57,1,3,1,59.75,3450.15,1,1,0,1,0,1,1,0,1,0,0,1,0
5421,0,47,3,3,4,20.05,1016.7,0,1,1,1,0,0,0,0,0,0,0,0,0
5422,0,8,1,1,1,38.5,330.8,0,0,1,0,0,1,0,0,0,0,1,1,0
5423,1,12,1,1,4,29.35,381.2,1,0,0,0,0,0,1,0,0,0,0,1,0
5424,0,58,1,2,2,44.1,2413.05,0,1,1,1,0,0,0,0,0,0,0,1,0
5425,0,2,3,1,4,19.9,33.7,1,0,0,1,0,0,0,0,0,0,0,1,0
5426,0,7,2,1,1,79.0,522.95,0,0,0,1,0,0,0,0,0,1,0,1,1
5427,0,52,1,3,4,79.75,4217.8,1,0,0,1,1,1,0,0,1,1,1,1,0
5428,0,70,1,3,3,79.25,5731.85,1,1,1,1,1,1,1,1,1,1,0,1,0
5429,0,22,1,1,4,48.8,1054.6,0,0,0,1,0,1,0,0,0,0,0,1,1
5430,1,46,2,1,1,100.7,4541.2,1,1,1,1,1,1,1,1,0,1,0,1,1
5431,0,39,2,3,2,100.55,3895.35,1,0,1,1,1,0,0,0,1,1,1,0,0
5432,0,63,3,3,1,19.35,1263.85,0,1,1,1,0,0,0,0,0,0,0,0,0
5433,0,0,3,3,2,19.85,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0
5434,0,54,3,3,3,20.35,1092.35,0,1,1,1,0,0,0,0,0,0,0,1,0
5435,0,11,3,2,2,19.5,226.8,1,0,0,1,0,0,0,0,0,0,0,0,0
5436,0,71,1,3,2,80.1,5585.4,1,1,0,1,1,1,1,1,1,0,1,1,0
5437,0,43,2,2,3,84.25,3539.25,1,1,0,1,0,1,0,1,1,0,0,1,0
5438,1,38,1,2,4,70.15,2497.35,1,0,0,1,0,0,1,1,1,1,0,1,1
5439,1,21,2,1,3,86.55,1857.25,1,1,0,1,0,0,0,1,0,1,0,0,0
5440,0,1,2,1,1,69.2,69.2,0,0,0,1,0,0,0,0,0,0,0,1,1
5441,0,19,2,2,4,87.7,1725.95,1,0,0,1,0,0,0,0,1,0,1,1,0
5442,0,59,2,3,1,113.75,6561.25,1,1,0,1,1,1,1,1,1,1,1,0,0
5443,0,1,1,1,2,44.15,44.15,1,0,0,1,0,0,0,0,0,0,0,1,1
5444,0,72,2,3,3,103.95,7556.9,0,1,0,1,1,1,1,1,1,1,0,1,0
5445,0,29,2,2,4,100.55,2830.45,1,0,1,1,1,0,1,1,1,0,1,0,0
5446,0,36,1,3,4,40.65,1547.35,0,1,1,0,0,1,0,1,1,0,0,0,0
5447,0,1,2,1,1,69.6,69.6,0,0,0,1,0,0,0,0,0,0,0,1,1
5448,0,10,3,2,2,20.35,176.3,1,0,0,1,0,0,0,0,0,0,0,0,0
5449,0,39,2,3,1,80.45,3201.55,0,0,0,1,0,0,0,1,1,0,0,1,1
5450,1,17,2,1,1,92.55,1614.7,0,1,0,1,1,0,0,0,0,1,1,1,0
5451,0,12,1,1,2,56.3,628.65,1,1,1,1,0,0,0,0,0,1,0,1,0
5452,0,58,1,2,3,61.05,3478.75,0,1,0,1,1,1,0,0,1,0,0,1,0
5453,0,57,1,1,1,55.7,3171.6,1,1,0,1,0,1,0,0,1,0,0,0,0
5454,0,69,3,3,3,20.15,1337.5,0,1,1,1,0,0,0,0,0,0,0,0,0
5455,0,23,1,2,1,78.55,1843.05,0,0,0,1,1,1,0,1,0,1,1,1,0
5456,0,33,2,2,3,79.95,2684.85,0,0,0,1,0,0,1,0,1,0,0,1,0
5457,1,3,1,1,1,45.0,127.1,0,0,0,1,0,0,0,0,0,0,0,0,1
5458,0,8,3,2,4,19.9,153.95,1,1,1,1,0,0,0,0,0,0,0,0,0
5459,0,34,2,1,1,89.85,3091.75,1,1,1,1,0,0,1,1,0,1,0,1,0
5460,0,14,1,1,1,65.45,937.6,1,1,1,1,0,1,1,0,0,1,0,1,1
5461,0,72,3,3,3,24.3,1643.25,1,1,1,1,1,0,0,0,0,0,0,0,0
5462,0,71,1,3,3,54.5,3778.2,1,1,0,1,0,1,0,0,1,0,0,0,0
5463,0,64,1,2,4,73.05,4688.65,1,1,1,1,0,1,0,1,0,1,1,1,0
5464,0,53,1,1,4,65.0,3363.8,1,1,1,1,0,0,1,0,1,1,0,0,0
5465,0,68,2,3,3,89.95,5974.3,0,1,0,1,1,0,0,1,0,1,0,1,0
5466,0,5,2,1,1,80.15,385.0,1,1,1,1,1,0,1,0,0,0,0,1,1
5467,1,52,2,1,3,72.95,3829.75,1,0,0,1,1,0,0,0,0,0,0,1,0
5468,0,67,2,2,1,104.1,7040.85,1,1,0,1,1,0,1,1,0,1,1,0,1
5469,0,68,3,3,4,20.5,1424.9,0,0,0,1,0,0,0,0,0,0,0,0,0
5470,0,49,1,2,4,78.0,3824.2,0,1,1,1,0,0,1,1,0,1,1,0,0
5471,0,37,3,3,3,19.8,726.1,1,1,1,1,0,0,0,0,0,0,0,0,0
5472,0,1,3,1,2,20.0,20.0,1,0,0,1,0,0,0,0,0,0,0,0,0
5473,0,23,2,1,1,81.0,1917.1,1,0,0,1,1,0,0,1,0,0,0,1,1
5474,0,11,3,1,4,20.45,237.3,1,0,0,1,0,0,0,0,0,0,0,1,0
5475,0,70,3,2,3,19.7,1341.5,0,0,0,1,0,0,0,0,0,0,0,0,0
5476,0,40,1,1,2,61.9,2647.1,1,0,0,1,0,1,1,0,1,0,0,1,0
5477,0,69,2,3,3,93.3,6398.05,0,1,1,1,1,0,1,0,1,0,1,1,0
5478,0,71,3,3,3,24.7,1810.55,0,1,1,1,1,0,0,0,0,0,0,0,0
5479,0,61,1,2,3,84.9,5264.5,1,1,1,1,0,1,1,1,1,1,1,0,0
5480,0,26,2,1,3,100.5,2599.95,0,0,0,1,1,0,0,1,0,1,1,1,0
5481,0,48,2,2,2,82.05,4029.95,0,1,1,1,1,0,0,0,0,0,1,1,1
5482,0,60,3,3,2,20.55,1205.05,1,1,1,1,0,0,0,0,0,0,0,0,0
5483,0,15,2,1,3,68.6,1108.6,1,1,0,1,0,0,0,0,0,0,0,1,0
5484,0,69,2,2,4,106.4,7251.9,0,1,0,1,0,1,1,0,1,1,1,1,0
5485,0,1,3,1,2,19.65,19.65,0,0,0,1,0,0,0,0,0,0,0,0,0
5486,0,59,1,1,3,41.05,2452.7,1,1,0,0,0,0,1,0,0,0,1,1,1
5487,0,54,2,2,1,105.2,5637.85,1,1,1,1,1,0,1,0,1,1,1,1,0
5488,0,72,1,3,3,60.95,4549.05,1,1,1,0,0,1,0,1,1,1,1,0,0
5489,0,9,3,1,3,19.5,150.35,0,0,0,1,0,0,0,0,0,0,0,0,0
5490,0,2,1,1,1,44.5,90.05,1,1,1,1,0,0,0,0,0,0,0,1,0
5491,0,66,3,3,2,19.75,1344.5,1,1,1,1,0,0,0,0,0,0,0,1,0
5492,0,72,2,3,3,98.65,7129.45,0,1,1,1,1,0,1,1,1,0,1,1,0
5493,0,43,2,1,1,75.2,3198.6,1,0,0,1,0,1,0,0,0,0,0,1,1
5494,1,57,1,1,1,55.0,3094.05,0,0,0,0,0,0,1,1,0,1,1,1,0
5495,0,1,1,1,1,40.1,40.1,0,1,1,0,0,0,0,0,1,1,0,0,1
5496,0,32,2,1,3,91.05,2954.5,0,1,1,1,1,0,0,1,0,0,1,1,1
5497,1,55,2,3,1,113.6,6292.7,1,1,0,1,1,0,1,1,1,1,1,1,0
5498,0,51,1,1,4,30.05,1529.45,1,1,0,0,0,0,1,0,0,0,0,1,0
5499,0,6,1,1,2,48.8,297.35,0,1,1,1,0,0,0,0,1,0,0,1,0
5500,0,8,1,1,1,51.05,415.05,1,1,1,1,0,0,0,1,0,0,0,1,1
5501,0,28,1,1,2,35.75,961.4,0,0,0,0,0,0,0,1,1,0,0,1,0
5502,0,16,1,2,2,55.85,857.8,1,1,1,1,0,1,1,0,0,0,0,1,0
5503,1,30,2,1,1,101.3,2974.5,0,0,1,1,1,0,0,0,1,1,1,1,0
5504,0,12,1,2,1,60.65,743.3,0,0,0,0,0,0,1,1,1,1,1,0,0
5505,0,60,2,1,1,105.9,6396.45,0,0,0,1,1,0,1,1,0,1,1,1,1
5506,0,55,1,2,1,64.2,3627.3,1,0,0,1,0,0,1,0,1,0,1,1,0
5507,0,1,1,1,2,45.35,45.35,0,0,0,1,0,0,0,0,0,0,0,0,0
5508,0,34,1,3,1,40.55,1325.85,1,1,1,0,0,0,0,0,1,1,0,1,0
5509,0,15,1,1,1,29.7,438.25,1,0,0,0,0,0,0,0,1,0,0,1,1
5510,0,2,2,1,1,80.65,144.15,0,0,0,1,0,0,0,0,0,1,0,1,1
5511,0,6,3,2,2,19.7,94.45,0,1,1,1,0,0,0,0,0,0,0,0,0
5512,0,66,2,3,4,106.05,6981.35,1,1,0,1,1,1,0,1,0,1,1,1,1
5513,0,3,3,1,2,20.85,60.65,1,0,1,1,0,0,0,0,0,0,0,0,0
5514,0,72,2,3,1,95.1,6843.15,0,1,1,1,1,1,1,0,0,1,0,1,0
5515,0,10,1,1,2,60.95,629.55,0,0,0,1,0,0,0,0,1,0,1,1,0
5516,0,1,1,1,1,50.45,50.45,1,0,0,1,1,0,0,0,0,0,0,1,1
5517,0,47,1,3,3,63.8,3007.25,0,1,1,1,0,0,1,0,1,0,1,0,0
5518,0,22,1,3,3,56.75,1304.85,1,0,0,0,0,0,0,1,1,1,1,0,0
5519,0,31,2,2,1,103.45,3066.45,1,0,0,1,1,0,1,1,0,1,1,1,1
5520,0,39,2,1,3,81.5,3107.3,0,1,1,1,0,0,0,1,1,0,0,1,0
5521,1,30,1,1,3,50.4,1527.5,1,1,0,1,0,0,1,0,0,0,0,1,1
5522,0,12,3,1,4,20.1,232.4,0,1,1,1,0,0,0,0,0,0,0,1,0
5523,1,10,2,1,1,86.65,856.65,1,1,0,1,1,0,0,0,0,0,1,1,1
5524,1,45,1,3,4,75.15,3480.35,1,1,0,1,1,1,0,1,1,0,1,0,0
5525,0,18,2,1,1,99.4,1742.95,1,1,0,1,1,1,0,0,0,1,1,1,1
5526,0,70,1,2,1,60.35,4138.7,1,1,1,0,0,0,1,1,1,1,1,0,0
5527,0,72,1,3,4,65.2,4784.45,0,1,1,0,0,1,1,1,1,1,1,1,0
5528,0,12,2,1,3,99.7,1238.45,0,0,0,1,1,1,1,1,0,0,1,1,1
5529,0,3,3,1,2,19.3,54.7,0,1,1,1,0,0,0,0,0,0,0,0,0
5530,0,4,2,1,3,77.95,305.55,0,0,0,1,1,0,1,0,0,0,0,0,1
5531,0,6,3,1,3,20.15,130.5,1,0,0,1,0,0,0,0,0,0,0,0,0
5532,1,61,2,1,4,94.2,5895.45,0,1,0,1,1,1,1,1,1,0,0,1,0
5533,1,42,2,2,3,105.2,4599.15,0,1,0,1,1,1,0,1,0,1,1,1,0
5534,0,1,1,1,2,50.75,50.75,1,0,0,1,0,1,0,0,0,0,0,1,0
5535,0,45,1,2,3,42.3,1840.75,1,0,0,0,0,1,0,1,1,0,0,0,0
5536,0,8,1,1,3,66.05,574.5,0,0,0,1,0,1,0,0,1,0,1,0,0
5537,0,14,1,1,1,69.65,921.4,0,0,0,1,0,0,0,0,1,1,1,1,0
5538,0,18,1,1,1,68.35,1299.8,1,0,0,1,0,1,0,1,1,1,0,1,0
5539,0,43,3,3,4,25.7,1188.2,0,0,0,1,1,0,0,0,0,0,0,1,0
5540,0,27,1,2,4,48.7,1421.75,1,1,0,1,0,1,0,0,0,0,0,0,0
5541,0,18,2,1,1,74.15,1345.75,0,0,0,1,1,0,0,0,0,0,0,1,0
5542,0,5,1,1,1,24.95,100.4,1,1,0,0,0,0,0,0,0,0,0,1,1
5543,0,52,2,1,3,84.05,4326.8,0,1,1,1,0,1,0,1,1,0,0,1,0
5544,0,3,3,1,3,20.0,49.65,1,1,0,1,0,0,0,0,0,0,0,0,0
5545,0,23,1,1,4,49.7,1081.25,0,0,0,1,0,0,0,1,0,0,0,0,0
5546,0,17,3,1,2,24.1,409.9,0,1,1,1,1,0,0,0,0,0,0,0,1
5547,0,20,3,2,2,20.35,393.15,0,1,0,1,0,0,0,0,0,0,0,0,0
5548,1,31,2,1,3,96.6,2877.95,1,0,0,1,1,0,0,1,1,1,0,1,0
