"","gender","is_senior_citizen","partner","dependents","phone_service","internet_service","payment_type","monthly_charges","total_charges","churn","tenure"
"3052","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",78,305.55,"Yes",3
"3053","Male","No","No","No","One line","None","Bank transfer",20,130.5,"No",6
"3054","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",94,5895.45,"No",62
"3055","Male","No","No","No","One line","DSL","Mailed check",51,50.75,"No",1
"3056","Female","No","No","No","One line","DSL","Bank transfer",66,574.5,"No",8
"3057","Female","No","No","No","One line","DSL","Electronic check",70,921.4,"No",13
"3058","Male","No","No","No","One line","DSL","Electronic check",68,1299.8,"No",19
"3059","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",74,1345.75,"No",18
"3060","Male","No","Yes","No","None","DSL","Electronic check",25,100.4,"Yes",4
"3061","Female","No","Yes","Yes","One line","Fiber optic","Bank transfer",84,4326.8,"No",51
"3062","Male","No","Yes","No","One line","None","Bank transfer",20,49.65,"No",2
"3063","Female","No","No","No","One line","DSL","Credit card",50,1081.25,"No",21
"3064","Female","No","Yes","Yes","Two-plus lines","None","Mailed check",24,409.9,"Yes",17
"3065","Male","Yes","No","No","Two-plus lines","Fiber optic","Bank transfer",97,2877.95,"No",29
"3066","Female","No","Yes","No","One line","None","Bank transfer",20,20.3,"No",1
"3067","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",76,166.3,"Yes",2
"3068","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",108,7320.9,"No",67
"3069","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",74,217.45,"No",2
"3070","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",81,4807.35,"No",59
"3071","Female","No","No","No","One line","Fiber optic","Electronic check",107,1934.45,"Yes",18
"3072","Female","No","No","No","One line","DSL","Electronic check",46,45.8,"Yes",1
"3073","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",85,1553.9,"Yes",18
"3074","Female","No","Yes","Yes","Two-plus lines","DSL","Electronic check",60,3641.5,"No",60
"3075","Female","No","No","No","One line","None","Mailed check",20,20.2,"Yes",1
"3076","Male","No","No","No","One line","DSL","Credit card",46,84.5,"Yes",1
"3077","Female","No","Yes","No","One line","None","Bank transfer",20,156.25,"Yes",7
"3078","Female","No","No","No","One line","Fiber optic","Bank transfer",75,1778.5,"No",23
"3079","Male","No","No","No","None","DSL","Mailed check",45,44.65,"Yes",1
"3080","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",95,196.9,"Yes",2
"3081","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",94,1261,"No",13
"3082","Female","No","Yes","Yes","One line","None","Credit card",20,20.15,"Yes",1
"3083","Female","No","Yes","No","None","DSL","Electronic check",29,129.6,"No",4
"3084","Male","No","No","No","One line","None","Credit card",20,19.75,"No",1
"3085","Male","No","No","No","Two-plus lines","DSL","Electronic check",59,1254.7,"Yes",21
"3086","Female","No","No","Yes","One line","None","Electronic check",20,35.85,"Yes",1
"3087","Male","No","No","No","None","DSL","Electronic check",36,35.9,"Yes",1
"3088","Female","No","No","No","One line","Fiber optic","Electronic check",69,1493.2,"No",21
"3089","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",87,1066.9,"No",12
"3090","Female","No","Yes","No","One line","Fiber optic","Electronic check",84,1308.4,"Yes",15
"3091","Male","No","Yes","No","Two-plus lines","DSL","Credit card",59,1882.8,"No",31
"3092","Female","Yes","No","No","Two-plus lines","DSL","Electronic check",55,3725.5,"No",67
"3093","Female","No","No","Yes","One line","None","Bank transfer",20,85.5,"No",4
"3094","Female","No","No","No","Two-plus lines","DSL","Mailed check",49,720.1,"No",14
"3095","Male","No","No","No","One line","DSL","Mailed check",45,220.75,"No",4
"3096","Female","No","No","No","One line","None","Mailed check",20,19.9,"No",1
"3097","Male","No","No","No","None","DSL","Mailed check",42,146.4,"No",3
"3098","Female","No","No","No","None","DSL","Electronic check",43,72.4,"Yes",1
"3099","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",101,4740,"Yes",47
"3100","Female","No","Yes","No","One line","DSL","Mailed check",45,839.65,"No",18
"3101","Male","Yes","Yes","No","None","DSL","Mailed check",36,93.7,"Yes",2
"3102","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",105,3046.05,"Yes",29
"3103","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",86,1868.4,"No",21
"3104","Male","No","No","No","One line","None","Electronic check",21,20.55,"Yes",1
"3105","Female","No","No","No","None","DSL","Electronic check",48,1293.8,"No",26
"3106","Male","No","No","No","One line","Fiber optic","Electronic check",76,1117.55,"No",14
"3107","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",101,5594,"No",55
"3108","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",80,80.3,"Yes",1
"3109","Male","Yes","Yes","No","Two-plus lines","DSL","Electronic check",64,475,"No",7
"3110","Female","No","No","No","One line","DSL","Electronic check",64,352.65,"No",5
"3111","Female","No","Yes","No","One line","Fiber optic","Mailed check",69,69.4,"Yes",1
"3112","Female","No","Yes","Yes","None","DSL","Mailed check",25,434.8,"No",17
"3113","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",75,552.95,"Yes",7
"3114","Female","No","Yes","Yes","One line","Fiber optic","Bank transfer",73,1195.75,"No",16
"3115","Female","Yes","Yes","No","One line","Fiber optic","Electronic check",69,1813.1,"No",26
"3116","Female","No","Yes","Yes","Two-plus lines","DSL","Mailed check",81,3541.1,"No",43
"3117","Male","No","No","No","One line","None","Credit card",19,19.3,"No",1
"3118","Female","No","No","No","One line","Fiber optic","Electronic check",85,2555.9,"Yes",30
"3119","Male","No","Yes","Yes","One line","Fiber optic","Electronic check",91,1020.2,"No",11
"3120","Female","No","Yes","No","One line","Fiber optic","Mailed check",81,1683.7,"No",20
"3121","Female","Yes","Yes","No","None","DSL","Electronic check",25,24.8,"Yes",1
"3122","Male","No","No","No","One line","Fiber optic","Electronic check",99,293.65,"Yes",2
"3123","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",95,889.9,"Yes",9
"3124","Male","No","No","No","None","DSL","Mailed check",35,383.55,"No",11
"3125","Male","No","No","No","One line","Fiber optic","Mailed check",90,244.45,"No",2
"3126","Male","No","No","No","One line","None","Credit card",19,460.25,"No",23
"3127","Female","Yes","No","No","One line","Fiber optic","Credit card",79,3233.85,"Yes",40
"3128","Female","No","Yes","Yes","One line","DSL","Mailed check",44,134.5,"Yes",3
"3129","Male","No","No","Yes","Two-plus lines","Fiber optic","Electronic check",80,1747.2,"No",21
"3130","Female","No","Yes","No","Two-plus lines","DSL","Mailed check",66,1559.45,"No",23
"3131","Male","No","No","No","Two-plus lines","DSL","Credit card",54,568.2,"No",10
"3132","Male","No","No","No","One line","Fiber optic","Bank transfer",71,553.4,"No",7
"3133","Male","No","No","No","One line","None","Mailed check",19,110.15,"No",5
"3134","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",97,2119.5,"Yes",21
"3135","Male","No","No","No","One line","None","Credit card",21,83.75,"No",4
"3136","Female","No","Yes","No","One line","Fiber optic","Electronic check",75,1797.75,"No",24
"3137","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",91,2282.55,"Yes",25
"3138","Female","No","No","No","One line","Fiber optic","Credit card",95,3565.65,"No",37
"3139","Male","No","Yes","Yes","None","DSL","Electronic check",39,1838.15,"No",46
"3140","Male","No","No","No","One line","None","Mailed check",20,19.6,"Yes",1
"3141","Male","No","Yes","Yes","One line","DSL","Electronic check",83,1611.15,"No",19
"3142","Male","No","Yes","Yes","One line","Fiber optic","Mailed check",75,1151.55,"No",15
"3143","Male","No","Yes","No","One line","Fiber optic","Electronic check",75,632.95,"Yes",8
"3144","Male","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",86,659.45,"No",7
"3145","Female","No","Yes","No","One line","None","Credit card",20,330.8,"No",16
"3146","Female","Yes","No","No","One line","Fiber optic","Electronic check",70,69.95,"Yes",1
"3147","Female","No","No","No","One line","None","Electronic check",21,222.65,"No",10
"3148","Female","No","No","No","One line","None","Mailed check",20,39.8,"No",1
"3149","Male","No","No","No","None","DSL","Electronic check",51,712.75,"Yes",14
"3150","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",80,1217.25,"Yes",15
"3151","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",90,3838.75,"No",42
"3152","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",116,6382.55,"No",54
"3153","Female","Yes","No","No","One line","Fiber optic","Electronic check",95,2293.6,"Yes",24
"3154","Female","No","Yes","No","Two-plus lines","DSL","Credit card",57,2379.1,"No",42
"3155","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",99,4138.05,"Yes",41
"3156","Female","Yes","No","No","One line","Fiber optic","Credit card",75,1147.45,"Yes",15
"3157","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",77,4275.75,"No",55
"3158","Female","No","Yes","Yes","One line","DSL","Mailed check",60,2341.5,"No",39
"3159","Female","No","No","No","One line","Fiber optic","Electronic check",89,487.05,"No",5
"3160","Female","No","No","No","One line","Fiber optic","Mailed check",71,71.1,"No",1
"3161","Male","No","No","No","One line","Fiber optic","Mailed check",71,71.35,"Yes",1
"3162","Male","No","Yes","Yes","One line","None","Electronic check",21,306.05,"No",14
"3163","Male","No","No","No","One line","None","Mailed check",20,20.2,"No",1
"3164","Male","No","Yes","Yes","One line","DSL","Mailed check",60,563.5,"No",9
"3165","Female","Yes","No","No","One line","Fiber optic","Electronic check",71,70.55,"Yes",1
"3166","Female","No","Yes","No","One line","None","Bank transfer",20,146.3,"Yes",7
"3167","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",90,4931.8,"No",54
"3168","Female","No","No","No","One line","Fiber optic","Electronic check",80,79.65,"Yes",1
"3169","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",84,762.5,"Yes",9
"3170","Female","Yes","No","Yes","Two-plus lines","Fiber optic","Bank transfer",105,3465.05,"No",32
"3171","Male","Yes","No","No","One line","Fiber optic","Electronic check",70,69.65,"Yes",1
"3172","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",85,2287.25,"Yes",26
"3173","Male","No","No","No","One line","Fiber optic","Electronic check",94,1483.25,"Yes",15
"3174","Male","No","No","Yes","One line","DSL","Electronic check",50,49.85,"No",1
"3175","Male","Yes","No","No","One line","Fiber optic","Bank transfer",99,6496.15,"No",65
"3176","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",75,799.65,"Yes",10
"3177","Female","No","No","No","None","DSL","Electronic check",35,446.1,"Yes",12
"3178","Male","No","No","No","None","DSL","Mailed check",31,419.7,"No",13
"3179","Male","Yes","Yes","No","None","DSL","Mailed check",34,828.2,"No",24
"3180","Female","No","No","No","One line","None","Mailed check",20,20.3,"Yes",1
"3181","Male","Yes","No","No","One line","DSL","Electronic check",45,45.1,"Yes",1
"3182","Male","No","No","Yes","One line","DSL","Mailed check",44,659.35,"No",14
"3183","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",74,265.35,"Yes",3
"3184","Male","No","No","No","One line","Fiber optic","Electronic check",80,181.1,"Yes",2
"3185","Male","No","No","No","One line","Fiber optic","Electronic check",94,811.65,"No",8
"3186","Female","No","No","No","One line","DSL","Mailed check",45,428.7,"No",9
"3187","Female","No","No","No","One line","DSL","Electronic check",56,1093.4,"No",19
"3188","Male","No","No","No","One line","DSL","Mailed check",70,3883.3,"No",55
"3189","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",95,396.1,"Yes",4
"3190","Female","No","No","Yes","One line","DSL","Electronic check",64,2737.05,"No",42
"3191","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",80,1001.2,"No",12
"3192","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",75,1013.35,"No",13
"3193","Female","No","Yes","Yes","None","DSL","Electronic check",51,565.35,"No",11
"3194","Female","No","No","No","None","DSL","Bank transfer",41,449.3,"No",11
"3195","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",72,305.55,"Yes",4
"3196","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",106,4284.8,"Yes",40
"3197","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",106,2483.5,"Yes",23
"3198","Male","No","Yes","Yes","One line","Fiber optic","Electronic check",102,906.85,"No",8
"3199","Male","No","Yes","Yes","One line","Fiber optic","Mailed check",70,284.9,"No",4
"3200","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Credit card",104,3684.95,"No",35
"3201","Female","No","No","No","Two-plus lines","Fiber optic","Mailed check",80,604.7,"Yes",7
"3202","Female","No","No","No","One line","Fiber optic","Mailed check",86,514.6,"No",5
"3203","Male","No","No","No","One line","None","Mailed check",20,311.6,"No",15
"3204","Male","No","No","No","One line","DSL","Electronic check",50,1734.2,"No",34
"3205","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",73,2730.85,"No",37
"3206","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",94,93.85,"Yes",1
"3207","Male","No","No","No","One line","None","Mailed check",20,51.6,"No",2
"3208","Female","No","Yes","No","Two-plus lines","Fiber optic","Credit card",75,1747.85,"Yes",23
"3209","Male","No","No","No","None","DSL","Electronic check",36,425.1,"No",11
"3210","Female","No","No","No","One line","DSL","Electronic check",67,458.1,"No",6
"3211","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",94,701.3,"No",7
"3212","Male","No","No","No","None","DSL","Electronic check",30,82.15,"No",2
"3213","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",98,1105.4,"Yes",11
"3214","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",94,4154.8,"Yes",44
"3215","Female","No","No","No","One line","DSL","Credit card",45,44.55,"No",1
"3216","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",90,2625.55,"Yes",29
"3217","Male","No","No","No","One line","DSL","Bank transfer",50,593.75,"Yes",11
"3218","Female","No","No","No","One line","Fiber optic","Electronic check",81,159.45,"Yes",1
"3219","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",76,438,"Yes",5
"3220","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",91,4921.2,"No",54
"3221","Female","Yes","No","No","One line","Fiber optic","Electronic check",91,2897.95,"No",31
"3222","Female","No","Yes","Yes","Two-plus lines","DSL","Credit card",80,1137.05,"No",14
"3223","Male","No","Yes","Yes","Two-plus lines","DSL","Electronic check",60,1404.65,"No",23
"3224","Male","No","No","No","One line","None","Mailed check",20,20.25,"No",1
"3225","Female","No","No","No","One line","None","Bank transfer",20,470.6,"No",23
"3226","Male","No","Yes","Yes","One line","DSL","Electronic check",49,571.15,"No",11
"3227","Female","No","Yes","No","One line","Fiber optic","Credit card",80,1706.45,"No",21
"3228","Male","No","Yes","Yes","One line","Fiber optic","Mailed check",90,434.5,"No",4
"3229","Male","No","No","No","One line","DSL","Mailed check",56,266.95,"No",4
"3230","Male","No","Yes","No","One line","DSL","Mailed check",61,2130.45,"No",34
"3231","Male","Yes","No","No","Two-plus lines","Fiber optic","Credit card",73,828.05,"No",11
"3232","Female","No","No","No","One line","DSL","Mailed check",57,1652.95,"No",29
"3233","Male","Yes","No","No","One line","Fiber optic","Electronic check",79,793.55,"Yes",10
"3234","Female","No","No","No","One line","DSL","Electronic check",51,498.25,"No",9
"3235","Female","No","No","No","One line","DSL","Mailed check",45,196.95,"Yes",4
"3236","Male","No","No","No","One line","DSL","Bank transfer",45,322.5,"No",7
"3237","Female","Yes","No","No","One line","Fiber optic","Electronic check",85,392.5,"No",4
"3238","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",96,1581.2,"Yes",16
"3239","Male","No","No","No","One line","None","Credit card",21,385.55,"No",18
"3240","Female","Yes","No","No","One line","DSL","Credit card",60,287.85,"No",4
"3241","Female","No","Yes","No","Two-plus lines","DSL","Bank transfer",65,941,"Yes",14
"3242","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",77,237.75,"Yes",3
"3243","Female","No","Yes","Yes","None","DSL","Mailed check",35,246.6,"No",7
"3244","Female","No","No","No","None","DSL","Mailed check",25,25.2,"Yes",1
"3245","Male","No","No","No","One line","None","Mailed check",20,20.45,"No",1
"3246","Male","Yes","No","No","None","DSL","Mailed check",24,47.5,"Yes",1
"3247","Female","No","No","No","Two-plus lines","DSL","Credit card",69,1370.35,"No",19
"3248","Male","No","No","No","One line","Fiber optic","Electronic check",90,356.65,"No",3
"3249","Male","No","No","Yes","One line","None","Mailed check",21,21.05,"No",1
"3250","Male","No","No","No","One line","Fiber optic","Electronic check",70,597.9,"No",8
"3251","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",98,4913.3,"Yes",50
"3252","Female","No","No","No","One line","DSL","Mailed check",50,50.45,"Yes",1
"3253","Male","No","No","No","One line","DSL","Electronic check",48,47.95,"No",1
"3254","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",93,2931,"Yes",31
"3255","Male","No","No","No","One line","DSL","Credit card",55,1046.5,"Yes",19
"3256","Male","No","No","No","One line","None","Mailed check",19,168.65,"No",8
"3257","Male","No","No","No","One line","None","Mailed check",20,20.2,"Yes",1
"3258","Female","Yes","No","No","One line","Fiber optic","Mailed check",71,70.6,"No",1
"3259","Male","No","No","No","One line","DSL","Electronic check",61,249.4,"No",4
"3260","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",104,2494.65,"No",23
"3261","Male","No","No","No","One line","None","Electronic check",20,299.3,"No",14
"3262","Female","No","No","No","One line","Fiber optic","Electronic check",75,525,"No",6
"3263","Female","No","Yes","Yes","One line","Fiber optic","Bank transfer",70,3557.7,"No",51
"3264","Female","No","No","No","One line","None","Mailed check",20,19.65,"Yes",1
"3265","Female","No","No","No","One line","Fiber optic","Electronic check",86,1180.95,"Yes",13
"3266","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",90,914.3,"Yes",10
"3267","Male","No","No","Yes","One line","DSL","Electronic check",50,484.05,"No",9
"3268","Male","No","No","No","None","DSL","Electronic check",49,90.35,"Yes",1
"3269","Female","No","No","No","None","DSL","Bank transfer",41,1597.05,"No",38
"3270","Female","No","Yes","No","One line","DSL","Electronic check",45,45,"No",1
"3271","Female","No","No","No","One line","Fiber optic","Electronic check",95,660.9,"Yes",6
"3272","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Mailed check",74,306.6,"Yes",4
"3273","Female","No","No","No","Two-plus lines","DSL","Mailed check",51,151.3,"Yes",2
"3274","Male","No","No","Yes","Two-plus lines","Fiber optic","Electronic check",74,74.35,"Yes",1
"3275","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",101,4388.4,"Yes",43
"3276","Female","Yes","No","No","One line","Fiber optic","Electronic check",70,69.6,"Yes",1
"3277","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Credit card",101,3956.7,"No",39
"3278","Male","No","No","Yes","One line","Fiber optic","Electronic check",72,71.65,"Yes",1
"3279","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",85,764.95,"Yes",9
"3280","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",101,5611.7,"No",55
"3281","Female","No","Yes","Yes","One line","Fiber optic","Credit card",78,3384,"Yes",43
"3282","Female","No","Yes","Yes","One line","None","Mailed check",20,284.3,"No",14
"3283","Male","No","No","No","One line","DSL","Electronic check",57,245.15,"No",4
"3284","Male","No","No","Yes","One line","Fiber optic","Electronic check",96,2448.75,"Yes",25
"3285","Male","No","No","No","One line","None","Mailed check",19,19.45,"No",1
"3286","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",100,3480,"Yes",34
"3287","Male","Yes","No","No","One line","DSL","Bank transfer",60,1236.15,"Yes",20
"3288","Female","No","Yes","Yes","One line","DSL","Electronic check",56,3131.8,"No",56
"3289","Male","No","Yes","Yes","Two-plus lines","DSL","Bank transfer",69,3058.3,"No",44
"3290","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",87,2208.75,"No",25
"3291","Male","No","Yes","No","Two-plus lines","DSL","Electronic check",66,250.1,"No",3
"3292","Female","No","Yes","Yes","Two-plus lines","None","Electronic check",25,394.85,"No",15
"3293","Male","No","No","No","One line","None","Mailed check",19,93.4,"No",4
"3294","Male","No","No","No","One line","Fiber optic","Electronic check",96,167.3,"Yes",1
"3295","Male","Yes","No","No","One line","Fiber optic","Electronic check",91,449.75,"Yes",4
"3296","Male","No","Yes","Yes","One line","Fiber optic","Credit card",84,477.55,"Yes",5
"3297","Female","Yes","Yes","Yes","One line","Fiber optic","Credit card",95,5567.45,"No",58
"3298","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",101,2317.1,"Yes",22
"3299","Male","No","No","No","One line","Fiber optic","Electronic check",76,189.2,"Yes",2
"3300","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",84,2070.6,"Yes",24
"3301","Male","No","No","No","One line","None","Credit card",20,198.6,"No",9
"3302","Male","No","Yes","No","One line","Fiber optic","Electronic check",100,990.9,"Yes",9
"3303","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",76,318.9,"Yes",4
"3304","Female","Yes","No","No","Two-plus lines","Fiber optic","Credit card",80,5224.35,"Yes",64
"3305","Male","No","No","Yes","Two-plus lines","DSL","Electronic check",50,50.05,"No",1
"3306","Male","No","Yes","Yes","Two-plus lines","DSL","Mailed check",57,113.55,"Yes",2
"3307","Female","Yes","No","No","None","DSL","Electronic check",40,1434.6,"No",35
"3308","Female","No","No","No","One line","DSL","Mailed check",44,369.3,"No",8
"3309","Male","No","No","No","One line","Fiber optic","Bank transfer",79,1495.1,"No",18
"3310","Male","No","No","No","One line","None","Credit card",20,356.15,"No",18
"3311","Male","No","No","No","One line","DSL","Mailed check",55,1253.15,"No",22
"3312","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",100,5497.05,"No",55
"3313","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",74,73.65,"Yes",1
"3314","Female","No","No","No","One line","DSL","Bank transfer",68,842.25,"No",12
"3315","Female","No","No","No","One line","Fiber optic","Electronic check",89,461.7,"Yes",5
"3316","Female","Yes","No","No","One line","Fiber optic","Mailed check",69,318.5,"Yes",4
"3317","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",76,2227.8,"No",29
"3318","Male","Yes","No","No","Two-plus lines","Fiber optic","Credit card",81,1411.65,"No",17
"3319","Female","Yes","No","No","Two-plus lines","Fiber optic","Bank transfer",109,7111.3,"No",65
"3320","Female","Yes","No","No","Two-plus lines","DSL","Electronic check",56,2421.75,"No",43
"3321","Male","No","No","No","One line","Fiber optic","Credit card",74,1424.5,"Yes",19
"3322","Female","No","Yes","No","One line","DSL","Mailed check",55,3673.15,"No",66
"3323","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",101,1308.1,"Yes",12
"3324","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",86,1345.55,"Yes",15
"3325","Female","No","No","No","One line","Fiber optic","Electronic check",75,1025.95,"Yes",13
"3326","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",106,6300.15,"No",59
"3327","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",74,632.2,"No",8
"3328","Male","No","No","No","One line","DSL","Electronic check",77,206.15,"No",2
"3329","Female","No","No","No","One line","Fiber optic","Credit card",80,1112.3,"No",13
"3330","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",97,3403.4,"No",35
"3331","Male","No","Yes","No","Two-plus lines","DSL","Electronic check",64,4264.6,"No",66
"3332","Female","Yes","Yes","Yes","One line","Fiber optic","Electronic check",104,5068.05,"No",48
"3333","Female","No","No","No","One line","None","Credit card",20,19.8,"No",1
"3334","Male","No","No","No","One line","Fiber optic","Credit card",91,1612.2,"No",17
"3335","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",90,2165.05,"Yes",24
"3336","Female","No","No","No","One line","None","Mailed check",20,19.5,"No",1
"3337","Male","No","No","No","One line","None","Credit card",20,294.9,"No",14
"3338","Male","Yes","No","No","One line","Fiber optic","Electronic check",79,79.1,"Yes",1
"3339","Male","No","No","No","None","DSL","Mailed check",35,1782.4,"No",50
"3340","Female","No","No","No","One line","Fiber optic","Electronic check",76,535.55,"No",7
"3341","Female","No","No","No","Two-plus lines","DSL","Bank transfer",75,3090.65,"No",41
"3342","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",85,264.8,"Yes",3
"3343","Female","No","No","No","Two-plus lines","DSL","Mailed check",51,249.95,"Yes",4
"3344","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",87,86.6,"Yes",1
"3345","Female","No","No","No","One line","None","Mailed check",20,19.55,"No",1
"3346","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",96,4783.5,"Yes",50
"3347","Female","No","No","No","Two-plus lines","DSL","Electronic check",49,679.55,"Yes",13
"3348","Male","No","No","No","One line","Fiber optic","Credit card",74,232.5,"No",3
"3349","Female","No","No","No","One line","None","Electronic check",21,20.7,"No",1
"3350","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",94,3217.55,"Yes",34
"3351","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",91,512.25,"No",5
"3352","Male","Yes","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",84,4146.05,"Yes",49
"3353","Female","Yes","No","No","Two-plus lines","DSL","Electronic check",66,1652.4,"No",25
"3354","Female","No","No","No","Two-plus lines","DSL","Credit card",60,2934.3,"Yes",49
"3355","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",105,2542.45,"Yes",24
"3356","Female","No","No","No","One line","Fiber optic","Electronic check",70,1221.65,"No",17
"3357","Female","No","No","Yes","One line","Fiber optic","Electronic check",100,4391.25,"No",44
"3358","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",100,4871.05,"Yes",48
"3359","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",79,927.35,"Yes",11
"3360","Male","No","No","No","One line","DSL","Electronic check",74,299.7,"Yes",4
"3361","Female","No","Yes","No","One line","Fiber optic","Bank transfer",80,165,"Yes",2
"3362","Male","Yes","No","No","One line","Fiber optic","Electronic check",72,71.65,"Yes",1
"3363","Male","No","Yes","No","None","DSL","Bank transfer",40,1626.05,"No",40
"3364","Male","No","No","No","None","DSL","Electronic check",55,771.95,"No",14
"3365","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",74,4018.35,"No",54
"3366","Female","Yes","No","No","None","DSL","Electronic check",46,672.7,"No",14
"3367","Male","No","No","No","None","DSL","Electronic check",30,118.5,"Yes",3
"3368","Female","No","No","No","Two-plus lines","DSL","Mailed check",54,101.65,"No",1
"3369","Female","Yes","No","No","Two-plus lines","DSL","Credit card",75,4869.35,"No",65
"3370","Female","No","No","No","One line","DSL","Mailed check",45,148.05,"No",3
"3371","Female","No","No","No","Two-plus lines","DSL","Bank transfer",70,1800.05,"No",25
"3372","Male","No","Yes","Yes","None","DSL","Electronic check",30,30.2,"Yes",1
"3373","Female","No","Yes","No","None","DSL","Electronic check",46,2062.15,"No",45
"3374","Male","No","No","No","None","DSL","Electronic check",30,118.4,"No",3
"3375","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",75,209.1,"Yes",2
"3376","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",105,5916.95,"No",56
"3377","Female","Yes","No","No","One line","DSL","Electronic check",59,1023.9,"Yes",17
"3378","Male","No","Yes","Yes","One line","None","Mailed check",21,654.85,"No",31
