"","gender","is_senior_citizen","partner","dependents","phone_service","internet_service","payment_type","monthly_charges","total_charges","churn"
"3092","Female","Yes","No","No","Two-plus lines","DSL","Electronic check",54.9,3725.5,"No"
"3093","Female","No","No","Yes","One line","None","Bank transfer",20.05,85.5,"No"
"3094","Female","No","No","No","Two-plus lines","DSL","Mailed check",48.8,720.1,"No"
"3095","Male","No","No","No","One line","DSL","Mailed check",44.55,220.75,"No"
"3096","Female","No","No","No","One line","None","Mailed check",19.9,19.9,"No"
"3097","Male","No","No","No","None","DSL","Mailed check",42.4,146.4,"No"
"3098","Female","No","No","No","None","DSL","Electronic check",42.6,72.4,"Yes"
"3099","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",100.85,4740,"Yes"
"3100","Female","No","Yes","No","One line","DSL","Mailed check",44.9,839.65,"No"
"3101","Male","Yes","Yes","No","None","DSL","Mailed check",36.45,93.7,"Yes"
"3102","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",104.8,3046.05,"Yes"
"3103","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",85.6,1868.4,"No"
"3104","Male","No","No","No","One line","None","Electronic check",20.55,20.55,"Yes"
"3105","Female","No","No","No","None","DSL","Electronic check",48.25,1293.8,"No"
"3106","Male","No","No","No","One line","Fiber optic","Electronic check",76.45,1117.55,"No"
"3107","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",101.05,5594,"No"
"3108","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",80.3,80.3,"Yes"
"3109","Male","Yes","Yes","No","Two-plus lines","DSL","Electronic check",64.2,475,"No"
"3110","Female","No","No","No","One line","DSL","Electronic check",64.35,352.65,"No"
"3111","Female","No","Yes","No","One line","Fiber optic","Mailed check",69.4,69.4,"Yes"
"3112","Female","No","Yes","Yes","None","DSL","Mailed check",24.85,434.8,"No"
"3113","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",75.1,552.95,"Yes"
"3114","Female","No","Yes","Yes","One line","Fiber optic","Bank transfer",73.25,1195.75,"No"
"3115","Female","Yes","Yes","No","One line","Fiber optic","Electronic check",69.3,1813.1,"No"
"3116","Female","No","Yes","Yes","Two-plus lines","DSL","Mailed check",81.3,3541.1,"No"
"3117","Male","No","No","No","One line","None","Credit card",19.3,19.3,"No"
"3118","Female","No","No","No","One line","Fiber optic","Electronic check",85.15,2555.9,"Yes"
"3119","Male","No","Yes","Yes","One line","Fiber optic","Electronic check",90.6,1020.2,"No"
"3120","Female","No","Yes","No","One line","Fiber optic","Mailed check",81,1683.7,"No"
"3121","Female","Yes","Yes","No","None","DSL","Electronic check",24.8,24.8,"Yes"
"3122","Male","No","No","No","One line","Fiber optic","Electronic check",98.7,293.65,"Yes"
"3123","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",94.75,889.9,"Yes"
"3124","Male","No","No","No","None","DSL","Mailed check",34.7,383.55,"No"
"3125","Male","No","No","No","One line","Fiber optic","Mailed check",89.85,244.45,"No"
"3126","Male","No","No","No","One line","None","Credit card",19.4,460.25,"No"
"3127","Female","Yes","No","No","One line","Fiber optic","Credit card",79.2,3233.85,"Yes"
"3128","Female","No","Yes","Yes","One line","DSL","Mailed check",44.3,134.5,"Yes"
"3129","Male","No","No","Yes","Two-plus lines","Fiber optic","Electronic check",80.35,1747.2,"No"
"3130","Female","No","Yes","No","Two-plus lines","DSL","Mailed check",66.3,1559.45,"No"
"3131","Male","No","No","No","Two-plus lines","DSL","Credit card",54.5,568.2,"No"
"3132","Male","No","No","No","One line","Fiber optic","Bank transfer",70.7,553.4,"No"
"3133","Male","No","No","No","One line","None","Mailed check",18.95,110.15,"No"
"3134","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",97.35,2119.5,"Yes"
"3135","Male","No","No","No","One line","None","Credit card",20.7,83.75,"No"
"3136","Female","No","Yes","No","One line","Fiber optic","Electronic check",74.6,1797.75,"No"
"3137","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",90.55,2282.55,"Yes"
"3138","Female","No","No","No","One line","Fiber optic","Credit card",94.8,3565.65,"No"
"3139","Male","No","Yes","Yes","None","DSL","Electronic check",39.2,1838.15,"No"
"3140","Male","No","No","No","One line","None","Mailed check",19.6,19.6,"Yes"
"3141","Male","No","Yes","Yes","One line","DSL","Electronic check",83.25,1611.15,"No"
"3142","Male","No","Yes","Yes","One line","Fiber optic","Mailed check",75.1,1151.55,"No"
"3143","Male","No","Yes","No","One line","Fiber optic","Electronic check",75,632.95,"Yes"
"3144","Male","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",85.65,659.45,"No"
"3145","Female","No","Yes","No","One line","None","Credit card",20.45,330.8,"No"
"3146","Female","Yes","No","No","One line","Fiber optic","Electronic check",69.95,69.95,"Yes"
"3147","Female","No","No","No","One line","None","Electronic check",21.2,222.65,"No"
"3148","Female","No","No","No","One line","None","Mailed check",20.1,39.8,"No"
"3149","Male","No","No","No","None","DSL","Electronic check",50.75,712.75,"Yes"
"3150","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",80.2,1217.25,"Yes"
"3151","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",90.25,3838.75,"No"
"3152","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",116.5,6382.55,"No"
"3153","Female","Yes","No","No","One line","Fiber optic","Electronic check",94.75,2293.6,"Yes"
"3154","Female","No","Yes","No","Two-plus lines","DSL","Credit card",56.6,2379.1,"No"
"3155","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",99.45,4138.05,"Yes"
"3156","Female","Yes","No","No","One line","Fiber optic","Credit card",75.3,1147.45,"Yes"
"3157","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",76.85,4275.75,"No"
"3158","Female","No","Yes","Yes","One line","DSL","Mailed check",59.85,2341.5,"No"
"3159","Female","No","No","No","One line","Fiber optic","Electronic check",89.25,487.05,"No"
"3160","Female","No","No","No","One line","Fiber optic","Mailed check",71.1,71.1,"No"
"3161","Male","No","No","No","One line","Fiber optic","Mailed check",71.35,71.35,"Yes"
"3162","Male","No","Yes","Yes","One line","None","Electronic check",21.15,306.05,"No"
"3163","Male","No","No","No","One line","None","Mailed check",20.2,20.2,"No"
"3164","Male","No","Yes","Yes","One line","DSL","Mailed check",60.2,563.5,"No"
"3165","Female","Yes","No","No","One line","Fiber optic","Electronic check",70.55,70.55,"Yes"
"3166","Female","No","Yes","No","One line","None","Bank transfer",19.5,146.3,"Yes"
"3167","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",90.05,4931.8,"No"
"3168","Female","No","No","No","One line","Fiber optic","Electronic check",79.65,79.65,"Yes"
"3169","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",84.45,762.5,"Yes"
"3170","Female","Yes","No","Yes","Two-plus lines","Fiber optic","Bank transfer",105.35,3465.05,"No"
"3171","Male","Yes","No","No","One line","Fiber optic","Electronic check",69.65,69.65,"Yes"
"3172","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",85.25,2287.25,"Yes"
"3173","Male","No","No","No","One line","Fiber optic","Electronic check",94.25,1483.25,"Yes"
"3174","Male","No","No","Yes","One line","DSL","Electronic check",49.85,49.85,"No"
"3175","Male","Yes","No","No","One line","Fiber optic","Bank transfer",99.1,6496.15,"No"
"3176","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",74.75,799.65,"Yes"
"3177","Female","No","No","No","None","DSL","Electronic check",35.1,446.1,"Yes"
"3178","Male","No","No","No","None","DSL","Mailed check",31.1,419.7,"No"
"3179","Male","Yes","Yes","No","None","DSL","Mailed check",34.25,828.2,"No"
"3180","Female","No","No","No","One line","None","Mailed check",20.3,20.3,"Yes"
"3181","Male","Yes","No","No","One line","DSL","Electronic check",45.1,45.1,"Yes"
"3182","Male","No","No","Yes","One line","DSL","Mailed check",44,659.35,"No"
"3183","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",74.35,265.35,"Yes"
"3184","Male","No","No","No","One line","Fiber optic","Electronic check",80.2,181.1,"Yes"
"3185","Male","No","No","No","One line","Fiber optic","Electronic check",94.05,811.65,"No"
"3186","Female","No","No","No","One line","DSL","Mailed check",45.25,428.7,"No"
"3187","Female","No","No","No","One line","DSL","Electronic check",56.2,1093.4,"No"
"3188","Male","No","No","No","One line","DSL","Mailed check",69.9,3883.3,"No"
"3189","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",95.45,396.1,"Yes"
"3190","Female","No","No","Yes","One line","DSL","Electronic check",63.95,2737.05,"No"
"3191","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",79.8,1001.2,"No"
"3192","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",75.1,1013.35,"No"
"3193","Female","No","Yes","Yes","None","DSL","Electronic check",50.55,565.35,"No"
"3194","Female","No","No","No","None","DSL","Bank transfer",40.7,449.3,"No"
"3195","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",72.2,305.55,"Yes"
"3196","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",105.65,4284.8,"Yes"
"3197","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",106.4,2483.5,"Yes"
"3198","Male","No","Yes","Yes","One line","Fiber optic","Electronic check",101.5,906.85,"No"
"3199","Male","No","Yes","Yes","One line","Fiber optic","Mailed check",69.55,284.9,"No"
"3200","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Credit card",104.5,3684.95,"No"
"3201","Female","No","No","No","Two-plus lines","Fiber optic","Mailed check",79.65,604.7,"Yes"
"3202","Female","No","No","No","One line","Fiber optic","Mailed check",85.95,514.6,"No"
"3203","Male","No","No","No","One line","None","Mailed check",19.75,311.6,"No"
"3204","Male","No","No","No","One line","DSL","Electronic check",49.8,1734.2,"No"
"3205","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",73.15,2730.85,"No"
"3206","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",93.85,93.85,"Yes"
"3207","Male","No","No","No","One line","None","Mailed check",19.85,51.6,"No"
"3208","Female","No","Yes","No","Two-plus lines","Fiber optic","Credit card",75.4,1747.85,"Yes"
"3209","Male","No","No","No","None","DSL","Electronic check",35.65,425.1,"No"
"3210","Female","No","No","No","One line","DSL","Electronic check",66.85,458.1,"No"
"3211","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",94.1,701.3,"No"
"3212","Male","No","No","No","None","DSL","Electronic check",30.4,82.15,"No"
"3213","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",97.85,1105.4,"Yes"
"3214","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",93.7,4154.8,"Yes"
"3215","Female","No","No","No","One line","DSL","Credit card",44.55,44.55,"No"
"3216","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",89.95,2625.55,"Yes"
"3217","Male","No","No","No","One line","DSL","Bank transfer",50.25,593.75,"Yes"
"3218","Female","No","No","No","One line","Fiber optic","Electronic check",80.75,159.45,"Yes"
"3219","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",75.5,438,"Yes"
"3220","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",90.8,4921.2,"No"
"3221","Female","Yes","No","No","One line","Fiber optic","Electronic check",90.95,2897.95,"No"
"3222","Female","No","Yes","Yes","Two-plus lines","DSL","Credit card",80.45,1137.05,"No"
"3223","Male","No","Yes","Yes","Two-plus lines","DSL","Electronic check",60.35,1404.65,"No"
"3224","Male","No","No","No","One line","None","Mailed check",20.25,20.25,"No"
"3225","Female","No","No","No","One line","None","Bank transfer",20.3,470.6,"No"
"3226","Male","No","Yes","Yes","One line","DSL","Electronic check",49.2,571.15,"No"
"3227","Female","No","Yes","No","One line","Fiber optic","Credit card",80,1706.45,"No"
"3228","Male","No","Yes","Yes","One line","Fiber optic","Mailed check",90.35,434.5,"No"
"3229","Male","No","No","No","One line","DSL","Mailed check",55.75,266.95,"No"
"3230","Male","No","Yes","No","One line","DSL","Mailed check",61,2130.45,"No"
"3231","Male","Yes","No","No","Two-plus lines","Fiber optic","Credit card",73.3,828.05,"No"
"3232","Female","No","No","No","One line","DSL","Mailed check",56.7,1652.95,"No"
"3233","Male","Yes","No","No","One line","Fiber optic","Electronic check",79.25,793.55,"Yes"
"3234","Female","No","No","No","One line","DSL","Electronic check",51.2,498.25,"No"
"3235","Female","No","No","No","One line","DSL","Mailed check",45.3,196.95,"Yes"
"3236","Male","No","No","No","One line","DSL","Bank transfer",44.65,322.5,"No"
"3237","Female","Yes","No","No","One line","Fiber optic","Electronic check",84.7,392.5,"No"
"3238","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",96.4,1581.2,"Yes"
"3239","Male","No","No","No","One line","None","Credit card",21.1,385.55,"No"
"3240","Female","Yes","No","No","One line","DSL","Credit card",59.9,287.85,"No"
"3241","Female","No","Yes","No","Two-plus lines","DSL","Bank transfer",64.7,941,"Yes"
"3242","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",77,237.75,"Yes"
"3243","Female","No","Yes","Yes","None","DSL","Mailed check",34.65,246.6,"No"
"3244","Female","No","No","No","None","DSL","Mailed check",25.2,25.2,"Yes"
"3245","Male","No","No","No","One line","None","Mailed check",20.45,20.45,"No"
"3246","Male","Yes","No","No","None","DSL","Mailed check",24.45,47.5,"Yes"
"3247","Female","No","No","No","Two-plus lines","DSL","Credit card",68.9,1370.35,"No"
"3248","Male","No","No","No","One line","Fiber optic","Electronic check",90.4,356.65,"No"
"3249","Male","No","No","Yes","One line","None","Mailed check",21.05,21.05,"No"
"3250","Male","No","No","No","One line","Fiber optic","Electronic check",70.5,597.9,"No"
"3251","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",97.8,4913.3,"Yes"
"3252","Female","No","No","No","One line","DSL","Mailed check",50.45,50.45,"Yes"
"3253","Male","No","No","No","One line","DSL","Electronic check",47.95,47.95,"No"
"3254","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",93.2,2931,"Yes"
"3255","Male","No","No","No","One line","DSL","Credit card",55,1046.5,"Yes"
"3256","Male","No","No","No","One line","None","Mailed check",19.4,168.65,"No"
"3257","Male","No","No","No","One line","None","Mailed check",20.2,20.2,"Yes"
"3258","Female","Yes","No","No","One line","Fiber optic","Mailed check",70.6,70.6,"No"
"3259","Male","No","No","No","One line","DSL","Electronic check",61.3,249.4,"No"
"3260","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",104.15,2494.65,"No"
"3261","Male","No","No","No","One line","None","Electronic check",20.05,299.3,"No"
"3262","Female","No","No","No","One line","Fiber optic","Electronic check",75.15,525,"No"
"3263","Female","No","Yes","Yes","One line","Fiber optic","Bank transfer",69.75,3557.7,"No"
"3264","Female","No","No","No","One line","None","Mailed check",19.65,19.65,"Yes"
"3265","Female","No","No","No","One line","Fiber optic","Electronic check",86.3,1180.95,"Yes"
"3266","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",89.8,914.3,"Yes"
"3267","Male","No","No","Yes","One line","DSL","Electronic check",50.1,484.05,"No"
"3268","Male","No","No","No","None","DSL","Electronic check",49.25,90.35,"Yes"
"3269","Female","No","No","No","None","DSL","Bank transfer",41.1,1597.05,"No"
"3270","Female","No","Yes","No","One line","DSL","Electronic check",45,45,"No"
"3271","Female","No","No","No","One line","Fiber optic","Electronic check",95.35,660.9,"Yes"
"3272","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Mailed check",74.4,306.6,"Yes"
"3273","Female","No","No","No","Two-plus lines","DSL","Mailed check",50.65,151.3,"Yes"
"3274","Male","No","No","Yes","Two-plus lines","Fiber optic","Electronic check",74.35,74.35,"Yes"
"3275","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",101,4388.4,"Yes"
"3276","Female","Yes","No","No","One line","Fiber optic","Electronic check",69.6,69.6,"Yes"
"3277","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Credit card",101.15,3956.7,"No"
"3278","Male","No","No","Yes","One line","Fiber optic","Electronic check",71.65,71.65,"Yes"
"3279","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",84.9,764.95,"Yes"
"3280","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",100.6,5611.7,"No"
"3281","Female","No","Yes","Yes","One line","Fiber optic","Credit card",77.95,3384,"Yes"
"3282","Female","No","Yes","Yes","One line","None","Mailed check",20.05,284.3,"No"
"3283","Male","No","No","No","One line","DSL","Electronic check",56.75,245.15,"No"
"3284","Male","No","No","Yes","One line","Fiber optic","Electronic check",95.9,2448.75,"Yes"
"3285","Male","No","No","No","One line","None","Mailed check",19.45,19.45,"No"
"3286","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",100.05,3480,"Yes"
"3287","Male","Yes","No","No","One line","DSL","Bank transfer",60.05,1236.15,"Yes"
"3288","Female","No","Yes","Yes","One line","DSL","Electronic check",55.7,3131.8,"No"
"3289","Male","No","Yes","Yes","Two-plus lines","DSL","Bank transfer",69.4,3058.3,"No"
"3290","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",86.65,2208.75,"No"
"3291","Male","No","Yes","No","Two-plus lines","DSL","Electronic check",65.6,250.1,"No"
"3292","Female","No","Yes","Yes","Two-plus lines","None","Electronic check",25.25,394.85,"No"
"3293","Male","No","No","No","One line","None","Mailed check",19.4,93.4,"No"
"3294","Male","No","No","No","One line","Fiber optic","Electronic check",95.65,167.3,"Yes"
"3295","Male","Yes","No","No","One line","Fiber optic","Electronic check",91.4,449.75,"Yes"
"3296","Male","No","Yes","Yes","One line","Fiber optic","Credit card",83.55,477.55,"Yes"
"3297","Female","Yes","Yes","Yes","One line","Fiber optic","Credit card",95.3,5567.45,"No"
"3298","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",101.35,2317.1,"Yes"
"3299","Male","No","No","No","One line","Fiber optic","Electronic check",75.7,189.2,"Yes"
"3300","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",83.75,2070.6,"Yes"
"3301","Male","No","No","No","One line","None","Credit card",20,198.6,"No"
"3302","Male","No","Yes","No","One line","Fiber optic","Electronic check",99.85,990.9,"Yes"
"3303","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",76.05,318.9,"Yes"
"3304","Female","Yes","No","No","Two-plus lines","Fiber optic","Credit card",80.45,5224.35,"Yes"
"3305","Male","No","No","Yes","Two-plus lines","DSL","Electronic check",50.05,50.05,"No"
"3306","Male","No","Yes","Yes","Two-plus lines","DSL","Mailed check",56.7,113.55,"Yes"
"3307","Female","Yes","No","No","None","DSL","Electronic check",39.85,1434.6,"No"
"3308","Female","No","No","No","One line","DSL","Mailed check",44.45,369.3,"No"
"3309","Male","No","No","No","One line","Fiber optic","Bank transfer",78.7,1495.1,"No"
"3310","Male","No","No","No","One line","None","Credit card",19.6,356.15,"No"
"3311","Male","No","No","No","One line","DSL","Mailed check",55.1,1253.15,"No"
"3312","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",99.65,5497.05,"No"
"3313","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",73.65,73.65,"Yes"
"3314","Female","No","No","No","One line","DSL","Bank transfer",67.8,842.25,"No"
"3315","Female","No","No","No","One line","Fiber optic","Electronic check",89.35,461.7,"Yes"
"3316","Female","Yes","No","No","One line","Fiber optic","Mailed check",69.05,318.5,"Yes"
"3317","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",76.05,2227.8,"No"
"3318","Male","Yes","No","No","Two-plus lines","Fiber optic","Credit card",80.55,1411.65,"No"
"3319","Female","Yes","No","No","Two-plus lines","Fiber optic","Bank transfer",108.95,7111.3,"No"
"3320","Female","Yes","No","No","Two-plus lines","DSL","Electronic check",55.65,2421.75,"No"
"3321","Male","No","No","No","One line","Fiber optic","Credit card",73.85,1424.5,"Yes"
"3322","Female","No","Yes","No","One line","DSL","Mailed check",55.15,3673.15,"No"
"3323","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",100.8,1308.1,"Yes"
"3324","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",85.6,1345.55,"Yes"
"3325","Female","No","No","No","One line","Fiber optic","Electronic check",75.35,1025.95,"Yes"
"3326","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",106.45,6300.15,"No"
"3327","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",73.5,632.2,"No"
"3328","Male","No","No","No","One line","DSL","Electronic check",77.4,206.15,"No"
"3329","Female","No","No","No","One line","Fiber optic","Credit card",80.05,1112.3,"No"
"3330","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",96.75,3403.4,"No"
"3331","Male","No","Yes","No","Two-plus lines","DSL","Electronic check",63.85,4264.6,"No"
"3332","Female","Yes","Yes","Yes","One line","Fiber optic","Electronic check",104.5,5068.05,"No"
"3333","Female","No","No","No","One line","None","Credit card",19.8,19.8,"No"
"3334","Male","No","No","No","One line","Fiber optic","Credit card",90.95,1612.2,"No"
"3335","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",89.85,2165.05,"Yes"
"3336","Female","No","No","No","One line","None","Mailed check",19.5,19.5,"No"
"3337","Male","No","No","No","One line","None","Credit card",19.75,294.9,"No"
"3338","Male","Yes","No","No","One line","Fiber optic","Electronic check",79.1,79.1,"Yes"
"3339","Male","No","No","No","None","DSL","Mailed check",35,1782.4,"No"
"3340","Female","No","No","No","One line","Fiber optic","Electronic check",75.6,535.55,"No"
"3341","Female","No","No","No","Two-plus lines","DSL","Bank transfer",74.65,3090.65,"No"
"3342","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",85.3,264.8,"Yes"
"3343","Female","No","No","No","Two-plus lines","DSL","Mailed check",50.6,249.95,"Yes"
"3344","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",86.6,86.6,"Yes"
"3345","Female","No","No","No","One line","None","Mailed check",19.55,19.55,"No"
"3346","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",95.6,4783.5,"Yes"
"3347","Female","No","No","No","Two-plus lines","DSL","Electronic check",49.1,679.55,"Yes"
"3348","Male","No","No","No","One line","Fiber optic","Credit card",73.6,232.5,"No"
"3349","Female","No","No","No","One line","None","Electronic check",20.7,20.7,"No"
"3350","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",94.25,3217.55,"Yes"
"3351","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",90.75,512.25,"No"
"3352","Male","Yes","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",84.2,4146.05,"Yes"
"3353","Female","Yes","No","No","Two-plus lines","DSL","Electronic check",66.05,1652.4,"No"
"3354","Female","No","No","No","Two-plus lines","DSL","Credit card",59.75,2934.3,"Yes"
"3355","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",104.65,2542.45,"Yes"
"3356","Female","No","No","No","One line","Fiber optic","Electronic check",69.8,1221.65,"No"
"3357","Female","No","No","Yes","One line","Fiber optic","Electronic check",99.8,4391.25,"No"
"3358","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",100.05,4871.05,"Yes"
"3359","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",78.95,927.35,"Yes"
"3360","Male","No","No","No","One line","DSL","Electronic check",74.4,299.7,"Yes"
"3361","Female","No","Yes","No","One line","Fiber optic","Bank transfer",79.7,165,"Yes"
"3362","Male","Yes","No","No","One line","Fiber optic","Electronic check",71.65,71.65,"Yes"
"3363","Male","No","Yes","No","None","DSL","Bank transfer",40.15,1626.05,"No"
"3364","Male","No","No","No","None","DSL","Electronic check",55,771.95,"No"
"3365","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",74.3,4018.35,"No"
"3366","Female","Yes","No","No","None","DSL","Electronic check",46.35,672.7,"No"
"3367","Male","No","No","No","None","DSL","Electronic check",29.65,118.5,"Yes"
"3368","Female","No","No","No","Two-plus lines","DSL","Mailed check",54.15,101.65,"No"
"3369","Female","Yes","No","No","Two-plus lines","DSL","Credit card",74.65,4869.35,"No"
"3370","Female","No","No","No","One line","DSL","Mailed check",44.75,148.05,"No"
"3371","Female","No","No","No","Two-plus lines","DSL","Bank transfer",69.5,1800.05,"No"
"3372","Male","No","Yes","Yes","None","DSL","Electronic check",30.2,30.2,"Yes"
"3373","Female","No","Yes","No","None","DSL","Electronic check",45.55,2062.15,"No"
"3374","Male","No","No","No","None","DSL","Electronic check",30.5,118.4,"No"
"3375","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",75,209.1,"Yes"
"3376","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",105.45,5916.95,"No"
"3377","Female","Yes","No","No","One line","DSL","Electronic check",59.4,1023.9,"Yes"
"3378","Male","No","Yes","Yes","One line","None","Mailed check",20.65,654.85,"No"
"3379","Female","Yes","No","No","Two-plus lines","Fiber optic","Bank transfer",74.4,1692.6,"Yes"
"3380","Male","No","No","No","One line","Fiber optic","Electronic check",74,74,"No"
"3381","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",75.55,2425.4,"No"
"3382","Male","No","No","No","One line","DSL","Mailed check",51.25,51.25,"No"
"3383","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",76.25,2841.55,"Yes"
"3384","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Mailed check",74.4,527.9,"Yes"
"3385","Male","No","No","No","One line","Fiber optic","Credit card",83.8,4331.4,"No"
"3386","Male","No","No","No","One line","DSL","Electronic check",44.8,44.8,"No"
"3387","Male","No","No","No","None","DSL","Mailed check",43.55,1011.5,"No"
"3388","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",94.2,4186.3,"Yes"
"3389","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",100,3320.6,"No"
"3390","Male","No","No","No","One line","DSL","Mailed check",44.9,44.9,"No"
"3391","Male","No","No","No","Two-plus lines","None","Mailed check",24.85,62,"No"
"3392","Female","No","No","No","One line","Fiber optic","Credit card",82.85,319.6,"No"
"3393","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",91.15,2995.45,"Yes"
"3394","Female","No","No","No","None","DSL","Electronic check",31.05,347.25,"Yes"
"3395","Male","Yes","No","No","One line","DSL","Electronic check",44,44,"No"
"3396","Male","No","No","No","None","DSL","Mailed check",40,223.45,"Yes"
"3397","Male","No","No","No","One line","Fiber optic","Mailed check",69.05,1793.25,"No"
"3398","Male","No","No","No","One line","Fiber optic","Electronic check",74.25,3089.1,"No"
"3399","Female","No","Yes","No","One line","DSL","Bank transfer",81.9,2078.55,"No"
"3400","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",85.95,858.6,"No"
"3401","Male","No","Yes","Yes","Two-plus lines","DSL","Bank transfer",59.7,1825.5,"No"
"3402","Male","No","Yes","No","One line","DSL","Credit card",54.95,568.85,"No"
"3403","Male","No","Yes","No","One line","DSL","Credit card",50.2,668.85,"No"
"3404","Male","No","No","Yes","One line","None","Mailed check",20.4,184.1,"No"
"3405","Female","No","Yes","No","One line","None","Mailed check",20.35,41.85,"No"
"3406","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",89.5,2196.15,"Yes"
"3407","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",84,424.75,"No"
"3408","Male","No","No","No","One line","Fiber optic","Electronic check",78.95,78.95,"Yes"
"3409","Male","No","No","No","None","DSL","Mailed check",43.25,219,"Yes"
"3410","Female","No","Yes","Yes","None","DSL","Bank transfer",35.05,1620.25,"No"
"3411","Male","No","No","No","Two-plus lines","None","Mailed check",25.25,101.9,"No"
"3412","Male","No","No","No","One line","None","Mailed check",20.05,20.05,"No"
